Time,True_Angle,Measured_Angle,Control_Signal
26.438,0.6554042057361852,0.6375941103598887,-1.0
26.439,0.6532172051319514,0.6129508875736468,-1.0
26.44,0.6510204232277779,0.6724469985480078,-1.0
26.441,0.6488138610017948,0.7275627431899698,-1.0
26.442,0.6465975194320344,0.6268034819974371,-1.0
26.443,0.6443713994964309,0.6251921603011885,-1.0
26.444,0.6421355021728209,0.603599007470232,-1.0
26.445,0.6398898284389434,0.6754943680795411,-1.0
26.446,0.6376343792724393,0.6381507977006717,-1.0
26.447,0.6353691556508517,0.6199211897833897,-1.0
26.448,0.6330941585516264,0.616903434224622,-1.0
26.449,0.630809388952111,0.6544645028858169,-1.0
26.45,0.6285148478295556,0.7235822998495531,-1.0
26.451,0.6262105361611123,0.6062505234664297,-1.0
26.452,0.6238964549238359,0.668880929000233,-1.0
26.453,0.6215726050946833,0.7184197801330281,-1.0
26.454,0.6192389876505136,0.6029410364626625,-1.0
26.455000000000002,0.6168956035680883,0.6516987289292121,-1.0
26.456,0.6145424538240711,0.5863392903688582,-1.0
26.457,0.6121795393950284,0.611960669610028,-1.0
26.458000000000002,0.6098068612574287,0.629116302046792,-1.0
26.459,0.6074244203876427,0.6443668600096424,-1.0
26.46,0.6050322177619436,0.5612577247145013,-1.0
